DHX15_HUMAN,G3P_HUMAN,HSPB1_HUMAN,ENOA_HUMAN,NPM_HUMAN,HS90A_HUMAN,HNRPC_HUMAN,HS90B_HUMAN,ANXA5_HUMAN,H14_HUMAN,CH60_HUMAN,KPYM_HUMAN,ENPL_HUMAN,PGAM1_HUMAN,NUCL_HUMAN,RL13_HUMAN,CALR_HUMAN,S10AB_HUMAN,MYH10_HUMAN,RBMX_HUMAN,LPPRC_HUMAN,RL28_HUMAN,SYAC_HUMAN,HNRPM_HUMAN,RS23_HUMAN,TYB10_HUMAN,RS4X_HUMAN,H4_HUMAN,RL23_HUMAN,HNRPU_HUMAN,PSME1_HUMAN,EF1A1_HUMAN,PARK7_HUMAN,BioReplicate
9.124683264,10.29052754,10.8823125,11.56075541,12.15733157,10.45416077,9.759865828,10.75556566,11.10472851,11.04430986,10.6934723,9.95245441,10.20448046,11.35399212,11.43651469,11.56451424,9.18619319,10.17299409,9.633245009,10.37228974,8.929463504,11.57937767,10.05443074,10.42911605,10.68667973,12.1829849,10.29234029,11.25963951,11.11848575,11.23032254,9.453309841,10.83544161,10.02067858,1
9.453314449,10.4634119,10.71153909,11.3880574,11.66874063,11.1623795,10.55202113,11.01160759,11.50537996,11.59635928,10.51028719,10.29110661,10.7945867,11.90271648,11.63610395,11.4224013,10.02830051,10.47214245,9.659520777,10.69840253,9.845728167,11.68421299,10.78390274,10.79580216,11.08024076,12.75928857,10.45975543,11.1113961,11.72846504,11.14333892,9.002324117,11.11783123,10.48517264,1
9.198269447,10.45899707,10.83533042,11.74160757,12.09676034,11.42136894,10.65030244,10.9647444,11.6795823,12.29170061,10.84297932,10.33394601,10.5955168,11.83820072,11.88792255,11.71068411,9.74344571,10.68358469,9.887987334,11.12681025,9.601187541,11.66968931,10.87401778,10.88946332,11.32172905,12.64605446,10.71670735,12.18862372,11.73961141,11.51158812,9.354019031,11.58494086,10.6684446,1
7.851905991,8.300072331,9.525498682,9.724695447,10.10294863,9.648487643,9.039594918,9.509085096,8.910951174,11.1577441,9.402274891,9.145864542,9.528866394,10.45098454,10.2138314,10.0785927,8.756372802,9.683184027,8.210990844,9.511889992,8.259322748,10.39201749,8.707195293,9.27246479,10.12249052,12.94719593,9.02522311,10.16816181,10.05098436,9.943127816,7.911146929,9.084389742,8.930588148,0
9.573988896,11.10771761,11.60775599,11.75521278,12.46162958,11.06880721,11.01899942,11.67123153,11.0241883,12.21427351,11.66252585,10.59943378,11.12588845,11.46427015,12.02457343,11.80057097,11.0013749,11.63749275,9.408192865,11.07704498,10.13460754,12.31250487,10.07695923,11.08149249,11.61421128,14.44394209,11.41340489,12.57887518,12.19175622,11.59373486,9.491740307,11.0359078,10.7734277,0
8.712780883,9.077034585,10.85820847,10.64584171,10.8578552,10.20523533,9.946089433,10.6398865,8.610897559,11.40070532,10.142909,9.584661021,9.99186362,10.77380253,11.11988064,10.38432676,10.15202801,10.75343758,8.318438368,10.0748036,9.299265675,10.70601351,9.388362106,10.18361167,10.15565739,13.58803968,9.479688382,11.01574469,10.96180732,10.56999685,8.21561446,10.34841569,9.931925556,0
7.376016726,8.121190745,9.080972142,7.99715804,8.999366564,8.811936807,8.798806862,9.439412724,8.13760797,9.367844094,9.766332022,8.239161909,8.512047966,9.004100025,7.965232927,8.906240868,8.40731656,7.917541535,7.651231004,7.284057446,8.320506134,8.319731628,7.548640496,8.746516435,9.292851187,10.0732499,9.039303872,8.562319434,9.250112769,9.297070523,6.854246435,8.86886738,7.81283054,0
9.228139045,9.861738171,10.85313583,11.46056135,11.87690477,10.59636017,10.68338379,11.41151228,9.455316873,12.0037006,10.87746161,10.14119131,10.27490566,11.21873426,11.50352996,11.33353414,10.74254327,11.63519175,8.975962333,10.69009475,9.541139813,11.53621046,9.708830999,11.10540022,11.17682803,14.17806589,10.56741475,11.73987551,11.63893159,11.10996576,9.767374386,10.80593536,10.4533224,0
9.584167117,9.594848983,10.78825135,11.18951402,11.24976604,10.73845959,10.37499773,10.79763397,10.42165495,11.81785214,10.67730212,10.0773639,10.53400868,11.20173086,11.3204723,11.1071389,10.59014067,10.59948471,9.018823453,10.53152034,9.92526279,11.74476963,9.830217187,10.65072356,11.00700737,13.32878086,10.40814154,11.73275386,11.64602516,10.92443551,8.728205271,10.45801955,9.61456418,0
8.345855612,9.23189426,10.87331958,10.71702809,11.02279953,10.17336222,10.01446372,10.03427716,9.789721898,8.410218418,9.011436378,9.22141044,9.640646059,11.21629297,10.34611011,10.17386914,8.747366975,8.493930292,9.009882243,10.02362792,8.85154197,10.63887166,9.944451605,9.563448854,11.16137573,10.08973997,10.40109611,11.52829558,10.24073323,9.830000083,9.579608444,9.762445851,9.619314406,1
8.178782336,10.66413314,11.26988078,10.96073842,11.5859681,10.64266431,9.973475256,10.27837958,10.56522346,11.69246824,9.790676138,10.00226964,10.56152182,11.38573419,11.54842929,11.33472224,9.237329391,9.285147139,9.39218377,10.05213977,8.90102092,11.65101286,9.935868876,9.753630777,11.91572914,11.56874333,11.00769441,12.16611998,11.08907074,10.91971965,9.611799525,11.36841201,10.06475257,1
8.931803404,9.652607824,10.72416726,10.60786306,11.48423532,9.77166358,10.10104868,10.59384294,9.474032969,12.11780288,9.735617003,9.99146198,9.989294348,11.25730881,11.0990269,10.68596471,10.12297512,10.21945404,8.541979396,9.843384704,9.182585023,11.10533903,9.373469986,9.683745539,11.96365233,13.51258042,10.95340529,11.86848755,11.38714442,10.38591422,9.401507604,11.18262524,9.733782701,0
8.403253788,8.638452666,9.94063934,9.594264208,10.60297615,9.058831015,9.148175336,9.997624272,9.054951433,10.90710323,9.023463499,8.977866645,8.880613931,10.22180758,10.28570212,9.924902059,9.171889798,9.666397488,7.584360847,9.431375164,7.88602979,10.85745185,8.773340043,8.348774575,10.28979232,13.88101308,9.975466425,11.18647288,9.871477205,9.922538597,8.600056295,10.00373653,8.58954983,0
8.917509291,8.424654707,9.740586928,9.891303274,11.34802821,9.187442086,9.552978288,10.87296303,8.819062086,10.8579323,8.933315425,8.688923798,9.786974187,10.099593,10.69339875,10.51186837,10.09353267,9.133086954,7.50452049,9.409103104,8.295201209,11.11516581,7.399770632,9.211743106,11.15172146,13.06153148,9.424409175,11.51396351,10.20509834,10.29712405,9.235442877,9.900245295,9.183744994,0
8.249470007,8.404206879,10.09066629,8.543051747,9.787302841,8.105146506,8.667683705,8.589040719,8.500330257,10.13245357,8.089472964,8.333748696,8.189827275,10.46274208,9.352782538,8.639530011,7.4869574,7.866423777,7.82918032,8.992345505,8.353916775,10.66482315,9.041555984,8.003320125,11.13223657,8.880255294,9.196606548,8.305538611,10.65374115,8.802542786,8.930474157,8.677341381,8.222172686,0
8.759875858,8.974810179,10.50063589,10.55083446,11.40529762,9.518201563,10.05044686,10.92747952,9.63203727,11.90094936,9.54123751,9.754298865,10.0134725,11.18112943,11.17239427,11.31465477,10.170659,10.18932122,7.934087428,10.17810555,9.148813105,11.59084911,9.866349804,9.534559679,11.33044878,13.56675455,10.82012189,11.9123114,10.94924055,10.69816525,9.082729383,10.096206,9.404579271,0
7.922532219,9.055640863,10.0305453,10.0078143,10.61255154,9.478823077,9.239886869,10.47812949,9.234864034,10.8429066,9.488145326,9.399344261,9.466825416,10.716457,10.8251974,10.73949702,9.484029802,9.64781936,7.850504834,9.520944167,8.627568766,10.99981054,8.433178851,9.13641731,11.0372115,12.89025083,10.3049509,10.97607081,10.70734828,9.992969948,9.182359946,9.348746903,8.996035626,0
10.66258567,12.01367542,12.49656329,13.06708443,13.47587841,12.32998211,11.48871283,12.38800404,12.62607541,13.08622515,11.71292824,12.15168111,11.99710905,12.92304283,12.95439032,12.87403256,11.19984529,11.7451227,10.5668505,11.84569704,10.61543625,13.1369405,11.539956,11.45549873,12.445325,14.94960798,12.40696276,13.99717896,12.67107324,12.4882729,11.49905119,12.9103213,12.03984533,1
8.998488144,9.494516068,11.17349461,10.79964762,11.3382737,10.11592476,9.475993694,10.04064236,9.234144692,10.86646782,9.406051467,9.127445854,9.845072741,10.86550261,10.60893556,10.31744998,8.879521788,8.956960182,8.329384826,9.978633583,8.386686219,10.74787115,9.570387206,9.363443935,11.18474467,11.00366907,10.61933033,11.65310165,10.74463101,10.34577836,8.899974578,10.31166434,9.366219272,1
8.832108357,10.59081852,10.29470553,11.78847422,12.45540976,10.7487148,9.818158149,10.35087585,10.6423452,12.29627062,9.972743131,10.27245377,10.52165358,11.03069445,11.42578216,11.0101791,9.247264967,9.384351022,8.95042637,10.16671717,9.048240105,11.50816321,9.591784547,9.53922197,11.71488024,11.94124841,10.76918241,12.7590818,11.10427083,11.03968366,9.012295342,10.97760226,10.4510213,1
9.638449633,10.32808434,11.15381775,11.18039904,12.26594741,10.42465335,10.11617883,10.14962795,11.05697336,12.27304253,10.36595777,10.02542755,10.47033622,11.4269462,12.11035394,10.79186628,9.407352431,9.09980609,8.929698576,10.41542074,9.696619532,11.66600043,10.15091694,9.90775246,11.63779976,11.19510002,11.21750576,12.49655402,11.36169321,11.09285687,9.538080064,10.88964961,10.22231957,1
8.757836239,9.016291897,9.915403,10.73408005,10.57030061,9.786999121,9.123372586,10.48924158,9.662095142,7.943154684,9.119423194,9.535904367,9.90226834,11.16326722,10.40408085,9.321785127,8.688027235,9.005282954,8.298890433,9.955659796,9.190102925,9.598441877,8.211127707,9.807754004,11.40153803,11.65379661,9.620061503,10.16539726,10.93759476,9.861249635,8.390628759,8.652775167,9.760263348,1
9.474464295,8.806766768,9.908775565,10.51371792,10.83370105,9.301467317,9.875539189,10.27238634,9.102165481,11.52109987,9.818327273,9.781552662,9.961387776,10.81119953,10.77374979,10.54306977,8.708965988,10.45624864,8.567831049,9.570857758,8.987249353,11.01136484,8.95432382,10.10543947,11.54789494,13.4822453,9.788557731,11.15524373,10.70257734,10.26620545,9.234977107,10.98537049,9.935866427,0
10.1430405,8.559371887,10.5554129,10.80398142,11.54285933,10.31630283,9.982860723,11.31155382,8.989856801,12.17443247,10.20665234,10.15669543,10.41972689,11.4678564,11.29913622,11.24174308,9.653624564,10.86381124,8.876346634,10.31949638,9.440680208,11.39456009,9.032541212,10.52142387,11.66058926,13.56717773,10.2124853,11.79667079,11.57947607,11.11076491,9.466574009,11.56176757,10.08033798,0
10.03085615,9.877959594,10.20622177,10.97536227,11.80432434,10.0617449,10.13647334,10.90236508,9.522639308,12.08374031,10.1370691,9.920511282,9.933025006,11.10680411,11.43505671,11.44503586,9.842020428,11.00034826,8.296565175,10.16681783,8.900653722,11.60387658,8.705655003,10.3258011,11.29125151,14.2882667,10.84565188,12.09387914,11.47057091,11.16399952,9.648306345,9.47240146,9.951801679,0
9.660896638,7.913552736,9.483458696,11.025946,10.87884915,9.672816759,9.55254175,10.84483266,9.354473954,12.0243463,9.756572884,9.780708649,9.642214632,10.65089423,10.90418096,11.00012994,8.401468168,10.39837302,8.060433288,9.887897393,8.458360185,11.30869761,8.275759765,10.12891623,10.79897742,13.23310515,9.652421185,10.89317038,10.76125691,10.66605816,8.707909598,8.826368431,9.701347273,0
9.609499258,7.921419489,9.743412442,10.63774643,10.55428506,9.792933651,9.648647278,10.02172119,9.769852751,11.21559645,8.522556221,9.815209574,9.842708202,10.0568216,10.12449108,10.75050483,8.734795204,10.03100387,8.087277557,9.588103287,8.901713545,10.49531083,8.506845037,9.982704674,10.98658896,13.67052176,9.088357886,10.69477283,10.78584921,10.32108244,9.187339292,9.425776917,9.345795173,0
9.978673894,8.657251846,10.16057175,11.02675784,11.3984025,10.24561351,10.13458719,10.90061348,9.75877247,11.54054032,9.67531853,9.689934724,10.10902159,11.02059705,11.03126848,11.32204412,8.691376119,10.75244025,8.529836563,10.13705408,9.20941655,11.54044366,8.970374902,10.37754149,11.32222236,14.06001754,10.35926724,11.03910125,10.95866477,11.04776707,9.115466788,10.28792943,10.00835862,0
10.32773165,10.14891997,11.04766863,12.2093821,12.12033349,11.35423533,10.31218293,10.82936023,10.17534655,11.77746204,10.19773797,10.76342963,10.87187185,11.72123176,11.76044166,11.24969553,9.378757872,10.34066369,9.882455716,10.44736914,9.72041599,11.98118773,10.25696073,10.86031629,11.56277608,12.65394745,10.77521751,12.23969216,11.13515613,11.57259999,10.16285269,10.94232373,10.8189047,1
11.2947906,12.12274276,12.14111359,13.57685367,13.82427029,11.98737412,11.26284058,12.12298316,12.21603386,13.47108256,12.00055185,12.40999719,12.23486319,13.37404695,13.21891221,12.53445628,10.81855151,11.81482512,10.86072186,11.6862632,11.09153801,12.978664,11.05289202,11.93891744,12.19942577,14.36292468,11.93311524,13.37765756,12.62678221,12.28857904,10.82372142,12.60562509,11.97110785,1
10.0560188,9.717848333,10.10893749,11.74280491,12.05890298,10.56012412,9.764824066,10.26762188,11.22156504,12.26809618,9.857383012,10.09658756,10.01291734,11.36862737,11.5298676,10.29418566,8.799523089,9.850175412,9.474081034,9.82927467,9.280902232,10.91911418,9.65386861,10.39245215,10.62363479,12.26662493,10.12650975,12.1970156,11.31276492,11.01448066,9.297159871,10.41889484,10.32370834,1
10.07870289,9.781322305,11.31170379,12.17185457,11.84571282,10.8522694,10.05802511,10.56211231,10.98224878,11.2666527,10.3511696,10.07300592,10.5101211,11.55240012,11.5053639,11.41057842,9.375961159,10.63313614,9.65315327,10.32101568,9.717766312,11.6120913,9.210906351,10.67402716,11.53135857,12.17120177,10.77458264,12.07278004,11.08983555,10.95836774,9.616948917,10.65281198,10.7503197,1
9.768616711,10.26560897,9.923560447,11.83188057,12.0378589,10.68648622,9.706086964,11.01007587,10.27052582,11.94809784,9.813934785,10.36202813,10.84307373,11.34326621,11.67993567,11.34364131,9.139441242,10.50210998,8.998134075,10.17096243,9.638719007,11.54458498,9.624347861,10.65002775,11.90806896,12.56295459,10.34240946,12.01239737,11.31344833,11.07298017,9.539105786,10.69463908,10.0924395,1
10.95229171,10.77357454,11.25361887,12.78111804,13.09985733,11.95476502,11.22315592,11.72561759,10.94083647,12.68780871,11.12168768,11.05888484,11.1640403,12.45600816,12.71763382,12.01453386,9.974791294,11.0657394,10.75274685,11.11207237,10.62478237,12.48753936,10.50057914,11.48174028,12.54869244,14.08187475,11.30555003,13.02723276,12.20583026,12.06972934,10.65873452,11.39335165,11.518002,1
7.984980785,9.169076274,10.41389603,10.43611627,11.07116823,9.667745151,9.890514145,11.40991894,8.329096982,10.95367015,9.95939852,8.688035114,9.795943745,10.2975231,11.19794815,10.97769077,9.763481735,10.1240858,8.980092555,10.11133212,9.366885101,11.17319692,8.63894412,10.21342239,11.20431058,13.96009565,9.584110713,10.86574987,10.71688387,10.3657379,8.574152932,10.48436288,9.462255967,0
